# Start of measurement: 25.09.2022 15:02:48.7236463 UTC
# Start of measurement - unix time: 1664118168.723
# Chip ID: L7-W0005
# Readout IP address: 192.168.1.153
# Back-end location: Prague, CZ
# Detector mode: ToA & ToT
# Readout mode: Data-Driven Mode
# Bias voltage: 229.89V
# THL = 1558 (0.801V)
# Sensor temperature: 75.4°C
# Readout temperature: 45.1°C
# Matrix clock: 40 MHz
# ------- Internal DAC values ---------------
# Ibias_Preamp_ON:	128	(1.148V)
# Ibias_Preamp_OFF:	8	(1.307V)
# VPreamp_NCAS:		128	(0.621V)
# Ikrum:		15	(1.094V)
# Vfbk:			164	(0.815V)
# Vthreshold_fine:	437	(0.801V)
# Vthreshold_coarse:	7	(0.801V)
# Ibias_DiscS1_ON:	100	(1.038V)
# Ibias_DiscS1_OFF:	8	(1.263V)
# Ibias_DiscS2_ON:	128	(0.319V)
# Ibias_DiscS2_OFF:	8	(0.146V)
# Ibias_PixelDAC:	128	(0.939V)
# Ibias_TPbufferIn:	128	(1.105V)
# Ibias_TPbufferOut:	128	(1.007V)
# VTP_coarse:		128	(0.648V)
# VTP_fine:		256	(0.646V)
# Ibias_CP_PLL:		128	(0.503V)
# PLL_Vcntrl:		128	(0.674V)
# BandGap output:	--- 	(0.616V)
# BandGap_Temp:		--- 	(0.638V)
# Ibias_dac:		--- 	(1.172V)
# Ibias_dac_cas:	--- 	(0.981V)
# DACs: 	128	8	128	15	164	437	7	100	8	128	8	128	128	128	128	256	128	128
# DACs Scans: 	1.148V	1.307V	0.621V	1.094V	0.815V	0.801V	0.801V	1.038V	1.263V	0.319V	0.146V	0.939V	1.105V	1.007V	0.648V	0.646V	0.503V	0.674V	0.616V	0.638V	1.172V	0.981V	
# -----------------------------------------------------------------------------------------------------------------------------
48195	6208960224	3	36
47940	6208960224	1	14
48451	6208960224	3	56
48194	6208960224	3	23
16821	6283922978	12	1
16822	6283922978	15	7
16053	6283922978	13	1
16054	6283922979	0	7
16565	6283922978	15	26
16567	6283922979	0	8
16309	6283922978	15	11
16311	6283922977	2	9
16566	6283922977	1	104
16310	6283922977	2	105
54016	6477719898	5	12
39119	6491645635	14	4
38864	6491645636	10	1
38862	6491645636	10	1
38607	6491645635	0	24
38863	6491645635	0	74
18138	6500941482	3	7
18139	6500941483	13	6
45712	6743492375	9	3
45715	6743492375	11	3
44446	6743492375	9	4
45462	6743492374	4	10
44957	6743492374	4	8
44448	6743492374	5	11
46223	6743492375	6	13
45460	6743492376	0	16
45967	6743492375	7	29
45713	6743492375	9	18
45458	6743492375	13	12
44959	6743492374	7	16
45206	6743492374	9	36
44701	6743492374	7	54
45205	6743492374	7	30
46222	6743492375	5	16
45969	6743492375	8	3
45714	6743492375	13	28
44702	6743492374	8	23
45461	6743492374	5	57
45968	6743492375	9	29
45459	6743492375	13	29
44958	6743492374	8	42
44447	6743492374	8	22
44703	6743492374	8	24
 6487	6783816452	0	9
 6741	6783816451	0	33
 6743	6783816450	5	21
 6740	6783816449	2	36
 6742	6783816450	10	27
38395	6791850917	12	8
38396	6791850917	15	24
49912	6796018036	12	9
65057	6828527815	6	2
65309	6828527816	15	7
65310	6828527815	5	10
65312	6828527815	8	6
65311	6828527815	7	24
65056	6828527815	9	38
65313	6828527815	9	43
 4768	6909349082	0	12
 4513	6909349080	1	18
 4769	6909349082	0	16
 4512	6909349080	1	15
32063	6961991187	13	33
11247	7049213187	8	32
36455	7052832242	11	15
36456	7052832242	12	27
  231	7068338479	4	2
  488	7068338479	5	1
  233	7068338479	7	8
  232	7068338479	7	66
 1037	7142810388	6	27
23780	7144481148	7	58
55781	7388505894	11	2
55269	7388505894	8	1
55526	7388505894	15	29
55014	7388505894	8	34
55525	7388505894	12	17
55013	7388505894	6	9
55782	7388505895	0	29
55270	7388505894	10	38
61513	7393316347	0	13
61769	7393316347	0	13
24284	7500885023	13	17
23773	7500885023	13	17
24029	7500885023	14	34
63636	7583011828	2	12
63381	7583011829	15	8
63637	7583011828	2	36
 2564	7613377115	13	11
39625	7615606129	6	5
40136	7615606128	6	43
39624	7615606129	11	26
39880	7615606128	3	52
46998	7647259558	2	8
45819	7803289409	2	8
46076	7803289409	7	8
45820	7803289409	8	39
16290	7908841612	9	14
40391	7935917383	3	2
40649	7935917384	15	1
40647	7935917383	2	8
40393	7935917383	3	11
40392	7935917383	4	53
40648	7935917383	4	57
41228	7963041545	3	15
45409	7985412894	3	16
44127	7985412895	15	8
45156	7985412896	0	9
44640	7985412895	14	6
43614	7985412895	15	8
45157	7985412894	1	13
45153	7985412894	3	28
43871	7985412895	15	12
44641	7985412896	0	15
44897	7985412896	0	18
44128	7985412894	2	17
44384	7985412894	2	21
11651	8045951420	3	8
 4128	8081880376	6	3
 3362	8081880376	7	1
 3365	8081880376	7	1
 3879	8081880378	0	4
 4121	8081880376	10	13
 4118	8081880376	3	10
 4122	8081880376	13	11
 4124	8081880376	14	10
 4127	8081880376	14	12
 3881	8081880378	0	8
 3617	8081880376	10	9
 3864	8081880376	8	5
 3863	8081880376	5	13
 3618	8081880376	10	15
 3364	8081880376	10	8
 3622	8081880376	4	20
 4123	8081880376	13	11
 4125	8081880376	14	17
 4126	8081880376	14	14
 3880	8081880376	1	33
 4120	8081880376	9	14
 3873	8081880376	11	9
 4119	8081880376	6	33
 3865	8081880376	8	5
 3363	8081880376	9	8
 3621	8081880376	10	18
 3623	8081880376	3	13
 3872	8081880376	11	10
 3619	8081880376	10	5
 3620	8081880376	10	37
37150	8279265713	13	23
36638	8279265715	0	13
37406	8279265714	0	26
37662	8279265712	3	39
36894	8279265713	9	27
 4654	8305600849	15	16
 4398	8305600850	0	18
15786	8345871173	12	4
15785	8345871172	3	36
 8817	8354850233	4	8
 8562	8354850233	5	18
 8561	8354850233	5	35
27648	8390222501	11	40
26880	8390222501	3	4
26881	8390222501	4	7
27137	8390222501	5	4
27136	8390222501	12	21
27392	8390222501	12	40
63218	8451652703	9	10
62846	8639343329	10	4
63101	8639343330	14	7
62847	8639343329	10	12
62589	8639343329	13	21
62590	8639343329	13	27
62844	8639343329	7	35
62845	8639343329	13	69
10425	8669424071	2	9
 8634	8669424072	14	1
 8380	8669424072	11	1
 8887	8669424072	4	1
 9401	8669424072	13	3
 8122	8669424072	12	6
 9145	8669424072	13	1
 8635	8669424072	13	1
 9657	8669424073	0	11
 8123	8669424072	12	19
 8632	8669424072	13	10
 8378	8669424072	14	26
 9913	8669424071	6	26
 9144	8669424072	13	31
 8379	8669424072	14	57
10169	8669424071	6	25
 8377	8669424072	13	31
 9400	8669424072	15	24
